City_id,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
274,chokurdakh,0,RU,1534754447,72,70.62,147.9,43.96,12.21
275,enid,1,US,1534752600,77,36.4,-97.88,68.0,16.11
276,vanavara,0,RU,1534754966,45,60.35,102.28,74.29,7.96
277,north bend,90,US,1534752900,93,43.41,-124.22,57.2,10.29
278,cordoba,0,CO,1534754966,89,5.59,-73.79,39.19,2.37
279,karachev,40,RU,1534752000,53,53.12,35.0,75.2,8.95
280,luau,0,CD,1534754967,25,-10.7,22.23,83.47,3.6
281,saskylakh,80,RU,1534754440,75,71.97,114.09,56.65,5.39
282,margate,75,AU,1534753800,61,-43.03,147.26,46.4,18.34
283,okha,36,RU,1534754968,57,53.59,142.95,61.51,8.86
284,yuxia,40,CN,1534752000,39,34.06,108.63,98.6,2.24
285,california city,1,US,1534753200,15,35.13,-117.99,86.0,16.11
286,carnarvon,80,ZA,1534754407,31,-30.97,22.13,51.25,4.38
287,alenquer,20,BR,1534752000,78,-1.95,-54.74,80.6,11.41
288,kaeo,44,NZ,1534754969,93,-35.1,173.78,51.88,11.43
289,torbay,20,CA,1534753080,100,47.66,-52.73,55.4,4.7
290,huayang,64,CN,1534754970,84,23.62,115.49,82.93,2.48
291,vylkove,0,UA,1534754970,57,45.4,29.58,82.84,7.07
292,launceston,0,AU,1534753800,93,-41.43,147.14,41.0,11.41
293,funtua,20,NG,1534752000,83,11.52,7.31,73.4,8.05
294,hasaki,75,JP,1534752000,94,35.73,140.83,75.2,6.93
295,victoria,75,BN,1534752000,79,5.28,115.24,87.8,6.93
296,mata,20,CU,1534751400,88,22.63,-79.93,75.2,2.24
297,velsk,24,RU,1534754972,86,61.07,42.1,66.01,10.42
298,maragogi,92,BR,1534754973,85,-9.01,-35.22,74.38,10.98
299,verkhnevilyuysk,12,RU,1534754608,57,63.45,120.31,70.87,3.38
300,grand gaube,75,MU,1534752000,57,-20.01,57.66,78.8,19.46
301,marsa matruh,0,EG,1534754974,48,31.35,27.25,88.96,10.2
302,sivaki,88,RU,1534754584,90,52.63,126.75,62.41,3.94
303,san quintin,75,PH,1534752000,74,17.54,120.52,84.2,9.17
304,vila franca do campo,20,PT,1534752000,78,37.72,-25.43,71.6,10.29
305,nieuw amsterdam,40,SR,1534752000,94,5.88,-55.08,73.4,1.12
306,mahon,75,IE,1534753800,93,51.89,-8.4,60.8,5.82
307,mantua,0,IT,1534751700,37,45.16,10.79,86.0,3.36
308,salaya,92,IN,1534754977,97,22.31,69.6,80.59,10.2
309,salym,92,RU,1534754977,62,60.06,71.48,57.91,5.84
310,bereda,0,ES,1534753800,82,43.27,-7.54,66.2,3.04
311,otradnoye,40,RU,1534752000,72,59.77,30.8,66.2,4.47
312,wewak,12,PG,1534754978,92,-3.55,143.63,78.25,3.15
313,simpang,75,MY,1534752000,49,4.82,100.71,93.2,5.82
314,yuzhno-kurilsk,76,RU,1534754979,86,44.03,145.86,65.83,7.85
315,balkanabat,0,TM,1534754980,29,39.51,54.36,80.41,3.27
316,husavik,0,CA,1534754472,94,50.56,-96.99,55.48,9.75
317,lashma,56,RU,1534754980,54,54.93,41.14,78.25,12.33
318,te anau,80,NZ,1534754981,97,-45.41,167.72,35.23,1.81
319,lata,88,IN,1534754527,100,30.78,78.62,64.39,1.14
320,saint-augustin,0,FR,1534752000,77,44.83,-0.61,69.8,4.7
321,bandundu,0,CD,1534754982,52,-3.32,17.38,86.26,11.43
322,esperance,20,TT,1534752000,88,10.24,-61.45,77.0,5.5
323,upernavik,92,GL,1534754147,93,72.79,-56.15,40.63,5.39
324,mitu,0,IR,1534754983,26,36.2,46.09,83.56,2.37
325,kununurra,0,AU,1534753800,9,-15.77,128.74,84.2,10.29
326,peniche,0,PT,1534752000,69,39.36,-9.38,73.4,5.82
327,kibala,20,TD,1534752000,78,9.11,18.35,80.6,6.93
328,petropavlovsk-kamchatskiy,0,RU,1534752000,82,53.05,158.65,62.6,2.24
329,vao,80,EE,1534754486,79,59.1,26.19,65.38,6.62
330,tromso,75,NO,1534753200,81,69.65,18.96,50.0,13.87
331,muros,0,ES,1534752000,72,42.77,-9.06,66.2,6.93
332,mareeba,20,AU,1534753800,64,-16.99,145.42,68.0,13.87
333,kawalu,8,ID,1534754529,39,-7.38,108.21,83.83,2.48
334,faya,0,SA,1534752000,16,18.39,42.45,86.0,13.87
335,paamiut,80,GL,1534754502,100,61.99,-49.67,41.71,4.72
336,bambanglipuro,20,ID,1534754986,50,-7.95,110.28,86.53,7.52
337,tomatlan,88,MX,1534754987,90,19.93,-105.25,73.93,3.04
338,praia,0,BR,1534752000,82,-20.25,-43.81,59.0,6.93
339,bunumbu,80,SL,1534754987,100,7.96,-11.73,71.95,4.38
340,wukari,76,NG,1534754988,95,7.87,9.78,75.73,13.0
341,saint-pierre-des-corps,20,FR,1534753800,69,47.39,0.72,73.4,6.93
342,omboue,44,GA,1534754989,100,-1.57,9.26,73.21,11.88
343,seabra,56,BR,1534754989,88,-12.42,-41.77,60.61,12.44
344,labuhan,48,ID,1534754530,63,-2.54,115.51,86.26,3.04
345,amahai,92,ID,1534754990,100,-3.31,129.0,80.23,16.13
346,coxim,0,BR,1534754990,77,-18.5,-54.75,66.01,9.75
347,sungaipenuh,64,ID,1534754990,89,-2.08,101.38,72.58,1.7
348,destin,20,US,1534751760,78,30.39,-86.5,82.4,4.7
349,kavaratti,68,IN,1534754613,94,10.57,72.64,82.93,21.27
350,seoul,75,KR,1534753800,55,37.57,126.98,91.4,16.11
351,bon accord,20,CA,1534752000,93,53.84,-113.41,41.0,2.24
352,itaguai,75,BR,1534754100,93,-22.85,-43.78,66.2,5.82
353,mitsamiouli,40,KM,1534752000,61,-11.38,43.28,82.4,11.41
354,komsomolskiy,0,RU,1534754993,76,67.55,63.78,66.91,18.25
355,shahreza,0,IR,1534754993,11,32.01,51.87,90.04,3.6
356,conceicao do mato dentro,0,BR,1534754994,83,-19.04,-43.42,47.83,2.71
357,salinopolis,0,BR,1534754994,97,-0.61,-47.36,79.96,14.0
358,mae ramat,90,TH,1534752000,88,16.98,98.52,77.0,2.59
359,guerrero negro,64,MX,1534754429,100,27.97,-114.04,70.6,6.29
360,ormond beach,20,US,1534751580,100,29.29,-81.06,75.2,6.96
361,saint-denis,90,FR,1534752000,77,48.94,2.36,69.8,5.82
362,sidney,1,US,1534752900,61,47.72,-104.16,48.2,3.36
363,sheridan,1,US,1534754160,76,39.65,-105.03,55.4,1.59
364,sept-iles,40,CA,1534752000,93,50.2,-66.38,41.0,2.24
365,hamilton,5,CA,1534752000,100,43.26,-79.87,71.6,4.7
366,yulara,0,AU,1534752000,6,-25.24,130.99,71.6,4.7
367,ferrol,0,ES,1534753800,82,43.48,-8.23,68.0,3.04
368,taywarah,0,AF,1534754998,25,33.35,64.42,80.68,5.28
369,ola,0,RU,1534752000,32,59.58,151.3,66.2,11.18
370,peringat,75,MY,1534752000,70,5.99,102.3,87.8,9.17
371,houma,0,CN,1534755000,54,35.63,111.36,87.25,0.92
372,lompoc,90,US,1534752060,87,34.64,-120.46,66.2,4.7
373,havoysund,75,NO,1534753200,100,71.0,24.66,46.4,10.29
374,nalut,64,LY,1534755001,56,31.86,10.98,82.93,4.72
375,nemuro,75,JP,1534752000,69,43.32,145.57,77.0,3.36
376,san jeronimo,56,PE,1534755002,88,-13.65,-73.37,26.5,0.92
377,guilin,20,CN,1534752000,47,25.28,110.29,96.8,2.24
378,magadan,0,RU,1534752000,32,59.56,150.8,66.2,11.18
379,lasa,40,CY,1534753800,66,34.92,32.53,86.0,8.05
380,cienfuegos,0,CU,1534751940,100,22.15,-80.44,75.2,3.36
381,katangli,24,RU,1534755004,85,51.71,143.23,57.55,2.82
382,tautira,75,PF,1534752000,83,-17.73,-149.15,77.0,10.29
383,vigrestad,40,NO,1534753200,72,58.57,5.7,59.0,12.75
384,coahuayana,32,MX,1534754528,89,18.62,-100.35,62.32,1.7
385,santa engracia,0,ES,1534753800,49,41.94,-1.32,73.4,14.99
386,santa ana,24,SV,1534755006,94,13.99,-89.56,66.73,2.37
387,forestville,5,CA,1534752000,82,48.74,-69.09,55.4,3.36
388,boa vista,75,BR,1534752000,88,2.82,-60.67,77.0,2.24
389,boli,92,CN,1534755009,74,45.76,130.56,75.01,4.16
390,bubaque,20,GW,1534752000,100,11.28,-15.83,77.0,7.4
391,asyut,0,EG,1534755009,40,27.18,31.19,94.27,5.73
392,villanueva,24,NI,1534755010,85,12.96,-86.82,73.39,3.27
393,havelock,75,US,1534752780,88,34.88,-76.9,78.8,4.7
394,ahuimanu,90,US,1534751820,83,21.44,-157.84,82.4,4.7
395,alta,75,NO,1534753200,81,69.97,23.27,53.6,6.93
396,manta,0,RO,1534755011,73,45.1,24.1,77.89,3.94
397,forbes,0,AU,1534755012,71,-33.38,148.01,44.14,8.63
398,pizarro,88,CO,1534755013,100,4.95,-77.37,77.71,1.59
399,terney,68,RU,1534754518,80,45.05,136.61,72.31,9.19
400,malartic,75,CA,1534752000,82,48.14,-78.13,60.8,6.93
401,maryville,90,US,1534754100,94,40.35,-94.87,68.0,8.41
402,mogadishu,48,SO,1534754975,99,2.04,45.34,77.08,20.49
403,hannibal,90,US,1534754100,94,39.71,-91.36,73.4,4.7
404,padang,32,ID,1534755015,100,-0.92,100.36,84.19,5.73
405,zaysan,0,KZ,1534755016,42,47.47,84.87,81.94,0.36
406,saint-pierre,90,FR,1534752000,82,48.95,4.24,69.8,9.17
407,tobermory,8,CA,1534755017,92,45.25,-81.67,68.89,7.96
408,boshnyakovo,0,RU,1534755017,88,49.65,142.17,60.25,2.04
409,ormara,0,PK,1534755017,82,25.21,64.64,84.28,12.44
410,alofi,8,NU,1534752000,78,-19.06,-169.92,73.4,13.87
411,cockburn town,0,TC,1534754331,100,21.46,-71.14,82.48,17.13
412,dolores,0,AR,1534755019,89,-36.31,-57.68,38.47,12.66
413,rorvik,75,NO,1534751400,87,64.86,11.24,51.8,6.93
414,kalabo,0,ZM,1534755019,23,-15.0,22.67,82.48,10.54
415,brooks,92,CA,1534755020,51,50.57,-111.89,57.91,4.05
416,alyangula,0,AU,1534755020,89,-13.85,136.42,76.18,17.81
417,wawa,76,NG,1534755021,100,9.9,4.41,74.2,8.63
418,jumla,12,NP,1534755021,91,29.28,82.18,55.57,0.92
419,manono,24,CD,1534755022,27,-7.3,27.4,90.58,12.21
420,nuuk,76,GL,1534751400,100,64.17,-51.74,41.0,12.75
421,sarangani,0,PH,1534755024,97,5.4,125.46,84.64,8.19
422,karasjok,75,NO,1534753200,81,69.47,25.52,53.6,5.82
423,ngunguru,88,NZ,1534755026,100,-35.62,174.5,57.64,17.92
424,harur,36,IN,1534755026,41,12.06,78.48,93.28,16.58
425,kahului,75,US,1534751640,78,20.89,-156.47,80.6,12.75
426,accra,40,GH,1534752000,83,5.56,-0.21,77.0,16.11
427,soyo,0,AO,1534754430,70,-6.13,12.37,78.88,3.83
428,neustadt,20,CH,1534751400,64,47.05,8.31,73.4,1.36
429,gat,0,SN,1534752000,94,14.69,-16.54,77.0,6.29
430,amapa,68,HN,1534755029,98,15.09,-87.97,70.24,2.15
431,el sauzal,90,AR,1534752000,65,-24.3,-64.96,44.6,1.81
432,senador guiomard,0,BR,1534752000,94,-10.15,-67.74,69.8,5.82
433,saint augustine,20,TT,1534752000,88,10.65,-61.4,77.0,8.63
434,kaliua,0,TZ,1534755031,36,-5.06,31.79,81.76,6.4
435,espinosa,44,BR,1534755031,93,-14.92,-42.81,59.89,8.41
436,mayya,0,RU,1534752000,44,61.74,130.28,80.6,4.47
437,rauma,48,FI,1534753200,77,61.13,21.5,62.6,4.7
438,waterloo,1,CA,1534752000,100,43.47,-80.52,62.6,2.24
439,satun,40,TH,1534753800,70,6.62,100.07,89.6,5.82
440,pacific grove,75,US,1534754100,93,36.62,-121.92,55.4,2.15
441,yushala,40,RU,1534752000,48,57.08,64.26,60.8,15.66
442,tarija,56,BO,1534755035,95,-21.53,-64.73,29.83,1.36
443,linxia,88,CN,1534754357,83,35.6,103.21,63.94,2.59
444,teacapan,88,MX,1534755036,85,22.54,-105.74,76.99,2.15
445,floro,40,NO,1534753200,76,61.6,5.03,53.6,10.29
446,tessalit,0,ML,1534755036,44,20.2,1.01,91.03,8.75
447,buala,100,SB,1534754542,98,-8.15,159.59,79.33,3.38
448,puerto madryn,0,AR,1534755037,100,-42.77,-65.04,39.19,14.23
449,smiltene,92,LV,1534755037,91,57.42,25.9,64.66,11.65
450,nardaran,20,AZ,1534752000,39,40.56,50.01,80.6,24.16
451,goderich,0,CA,1534754318,88,43.74,-81.71,62.14,5.5
452,sola,40,NO,1534751400,72,58.89,5.65,59.0,11.41
453,santa maria,92,BR,1534755039,100,-29.69,-53.81,42.16,9.42
454,gayeri,24,BF,1534755040,74,12.65,0.49,84.73,11.99
455,gorontalo,8,ID,1534755040,56,0.54,123.06,84.64,4.61
456,kudahuvadhoo,48,MV,1534754518,100,2.67,72.89,83.2,10.76
457,clonakilty,75,IE,1534753800,93,51.62,-8.87,60.8,5.82
458,geraldton,90,CA,1534752000,77,49.72,-86.95,59.0,8.05
459,qaqortoq,44,GL,1534751400,93,60.72,-46.03,42.8,4.7
460,lagunas,0,PE,1534755042,95,-5.23,-75.68,71.68,2.15
461,wynyard,20,CA,1534755042,96,51.77,-104.18,47.56,2.93
462,la ciotat,0,FR,1534753800,54,43.17,5.6,86.0,6.93
463,xining,92,CN,1534755044,75,36.62,101.77,63.49,3.71
464,scarborough,76,GB,1534751400,82,54.28,-0.41,64.4,4.7
465,sinnamary,68,GF,1534755045,100,5.38,-52.96,79.96,9.42
466,preobrazheniye,92,RU,1534755045,69,42.9,133.91,70.96,1.7
467,rio tercero,0,AR,1534755045,79,-32.17,-64.11,21.91,3.27
468,belyy yar,0,RU,1534752000,39,53.6,91.39,82.4,2.24
469,kuching,75,MY,1534753800,59,1.56,110.34,91.4,8.05
470,san pedro,0,AR,1534755048,100,-33.68,-59.66,35.14,9.53
471,miandrivazo,0,MG,1534755048,41,-19.53,45.46,83.74,3.71
472,mecca,56,SA,1534754938,33,21.43,39.83,101.38,8.19
473,port blair,80,IN,1534754765,94,11.67,92.75,83.74,15.35
474,brae,20,GB,1534751400,81,60.4,-1.35,55.4,9.17
475,dunedin,44,NZ,1534754587,85,-45.87,170.5,30.64,2.71
476,pahalgam,24,IN,1534754950,89,34.03,75.33,37.48,2.48
477,avera,90,US,1534751700,94,33.19,-82.53,75.2,3.36
478,abu samrah,0,SY,1534755051,39,35.3,37.18,91.66,8.86
479,suoyarvi,0,RU,1534755052,69,62.08,32.35,63.58,5.28
480,grootfontein,0,NA,1534755053,26,-19.56,18.1,78.88,6.96
481,dawlatabad,0,AF,1534754591,25,36.41,64.91,96.61,16.24
482,tabou,8,CI,1534755053,100,4.42,-7.36,77.71,11.1
483,mwinilunga,0,ZM,1534755053,33,-11.73,24.43,75.28,5.73
484,moron,0,VE,1534755054,89,10.49,-68.2,65.56,2.59
485,erenhot,0,CN,1534755054,33,43.65,111.97,79.06,17.36
486,majene,20,ID,1534755054,81,-3.54,118.97,87.16,10.2
487,cap malheureux,75,MU,1534752000,57,-19.98,57.61,78.8,19.46
488,magistralnyy,64,RU,1534755055,70,56.17,107.45,69.07,2.71
489,srandakan,20,ID,1534755055,50,-7.94,110.25,86.53,7.52
490,codajas,12,BR,1534755056,95,-3.84,-62.06,73.03,2.59
491,jiaocheng,12,CN,1534755056,97,24.68,116.14,79.33,2.59
492,arcelia,32,MX,1534755057,89,18.32,-100.28,62.32,1.7
493,hofn,0,IS,1534752000,81,64.25,-15.21,50.0,0.69
494,mindelo,0,PT,1534752000,30,41.31,-8.72,80.6,11.41
495,visavadar,68,IN,1534755058,85,21.34,70.75,82.66,9.75
496,staryy nadym,56,RU,1534755058,66,65.61,72.68,64.12,12.55
497,den chai,75,TH,1534752000,56,17.98,100.06,93.2,4.7
498,diffa,20,NE,1534755059,61,13.32,12.61,87.52,14.23
499,beringovskiy,92,RU,1534754579,100,63.05,179.32,48.01,19.71
500,gagra,20,GE,1534752000,65,43.29,40.27,82.4,8.95
501,manggar,0,ID,1534754595,65,-2.88,108.27,87.16,11.99
502,rincon,1,US,1534754100,94,32.3,-81.24,75.2,4.7
503,shakawe,0,BW,1534755061,17,-18.36,21.84,85.45,8.75
504,kaitangata,32,NZ,1534755061,76,-46.28,169.85,35.41,3.15
505,shetpe,0,KZ,1534755062,24,44.14,52.16,79.69,12.21
506,shumikha,56,RU,1534755062,68,55.23,63.28,61.87,14.0
507,trinidad,0,UY,1534755063,91,-33.52,-56.9,36.31,9.98
508,kirakira,64,SB,1534755063,100,-10.46,161.92,81.85,2.71
509,zhenjiang,75,CN,1534752000,74,32.21,119.46,86.0,6.71
510,miami,40,US,1534751760,83,25.77,-80.19,82.4,5.84
511,arlit,0,NE,1534754608,47,18.74,7.39,91.93,5.95
512,atar,0,MR,1534755064,30,20.52,-13.05,90.58,4.61
513,gizo,20,IL,1534751400,48,31.8,34.94,87.8,5.82
514,chadan,92,RU,1534755065,91,51.29,91.58,57.73,2.48
515,sarany,80,RU,1534755065,78,58.55,58.76,58.63,5.17
516,knysna,90,ZA,1534753320,100,-34.04,23.05,51.8,9.17
517,zhoukou,0,CN,1534755068,69,33.63,114.64,87.52,7.29
518,zhangjiakou,80,CN,1534755068,25,40.77,114.88,84.91,9.19
519,mayo,90,CA,1534752000,71,63.59,-135.9,53.6,2.48
520,havre-saint-pierre,20,CA,1534752000,100,50.23,-63.6,42.8,3.36
521,yerofey pavlovich,80,RU,1534754572,80,53.97,121.97,59.98,3.04
522,berezovyy,44,RU,1534755069,66,51.67,135.7,68.62,2.48
523,gurupi,12,BR,1534755070,71,-11.73,-49.07,71.68,7.18
524,ponta delgada,20,PT,1534752000,78,37.73,-25.67,71.6,10.29
525,odemira,0,PT,1534755070,37,37.6,-8.64,84.91,4.38
526,ishigaki,20,JP,1534752000,79,24.34,124.16,86.0,9.17
527,igrim,0,RU,1534755071,62,63.19,64.42,66.28,6.17
528,meulaboh,36,ID,1534754511,93,4.14,96.13,85.09,5.17
529,muisne,20,EC,1534755072,93,0.61,-80.02,67.81,2.71
530,yumen,88,CN,1534755072,28,40.29,97.04,83.74,9.19
531,menongue,0,AO,1534755073,22,-14.66,17.68,79.69,4.16
532,wlodawa,40,PL,1534752000,77,51.55,23.55,69.8,4.47
533,dindigul,40,IN,1534753800,37,10.37,77.97,96.8,9.17
534,bafq,0,IR,1534755074,7,31.6,55.4,106.69,6.06
535,los llanos de aridane,75,ES,1534752000,64,28.66,-17.92,73.4,9.17
536,temir,0,KZ,1534755075,37,49.14,57.13,70.06,14.23
537,port-cartier,40,CA,1534752000,93,50.03,-66.88,41.0,2.24
538,chililabombwe,0,ZM,1534755076,35,-12.37,27.84,77.44,10.98
539,charyshskoye,12,RU,1534755076,33,51.4,83.56,85.45,5.73
540,payson,1,US,1534752900,35,40.04,-111.73,69.8,5.82
541,bannu,0,PK,1534755077,61,32.99,70.6,95.89,3.15
542,san patricio,80,PY,1534755078,92,-26.98,-56.83,45.85,8.63
543,fernley,1,US,1534752900,29,39.61,-119.25,75.2,12.75
544,olinda,75,EC,1534752000,83,-2.03,-79.75,69.8,14.99
545,batemans bay,56,AU,1534754866,92,-35.71,150.18,50.08,2.59
546,gao,0,ML,1534754565,73,16.28,-0.04,86.89,6.29
547,smoky lake,0,CA,1534755079,79,54.11,-112.47,44.32,2.71
548,albi,0,FR,1534753800,56,43.93,2.15,71.6,10.29
549,nueve de julio,0,AR,1534755080,75,-31.67,-68.39,26.68,2.93
550,barra patuca,76,HN,1534755080,94,15.8,-84.28,81.94,8.75
551,cabedelo,0,BR,1534752000,94,-6.97,-34.84,69.8,4.7
552,vorukh,88,KG,1534755081,20,39.85,70.57,68.08,0.58
